frameNumber,"TDEP, m","DVER, m","BDIA, in","ROPA, m/h","HKLA, t","HKLX, t","WOBA, t","TQA, kJ","TQX, kJ","RPMA, c/min","RPMB, c/min","SPPA, bar","TVA, m3","MFOA, L/min","MFIA, L/min","MDOA, sg","MDIA, sg","MTOA, degC","MTIA, degC","MROA, ohm.m","MRIA, ohm.m","ECDT, sg","BDTI, h","BDDI, m","BRTI, h","BRVC, ","TCTI, h","FPPG, sg","DXC, ","GASA, ","GASX, ","HSA, ","HSX, ","MTHA, ppm","ETHA, ppm","PRPA, ppm","IBTA, ppm","NBTA, ppm","IPNA, ppm","NPNA, ppm","EPNA, ppm","C1C2, ","C1C3, ","C1C4, ","C1C5, ","LITH, ","WLFL, ","WLCL, ","CCAL, ","CDOL, " 
289,511.0,510.69000244140625,26.0,48.11000061035156,95.11000061035156,96.91999816894531,6.599999904632568,7.889999866485596,10.510000228881836,60.09000015258789,139.4199981689453,114.55000305175781,12.229999542236328,-999.25,3966.22998046875,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.06999969482422,288.17999267578125,31.100000381469727,121780.0,31.100000381469727,0.0,0.800000011920929,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
290,512.0,511.69000244140625,26.0,50.310001373291016,95.44000244140625,96.5199966430664,6.519999980926514,5.820000171661377,8.539999961853027,59.720001220703125,140.22000122070312,122.79000091552734,12.229999542236328,-999.25,4025.2099609375,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.09000015258789,289.3900146484375,31.100000381469727,121980.0,31.100000381469727,0.0,0.7900000214576721,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
291,513.0,512.6900024414062,26.0,50.349998474121094,95.2699966430664,96.12999725341797,6.409999847412109,8.210000038146973,13.800000190734863,59.150001525878906,138.8800048828125,125.91000366210938,12.229999542236328,-999.25,3986.60009765625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.110000610351562,290.2799987792969,31.100000381469727,122129.0,31.100000381469727,0.0,0.7799999713897705,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
292,514.0,513.6900024414062,26.0,50.20000076293945,94.55999755859375,96.12999725341797,6.869999885559082,8.40999984741211,10.420000076293945,59.79999923706055,139.5399932861328,126.93000030517578,12.229999542236328,-999.25,3987.0,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.1299991607666,291.20001220703125,31.100000381469727,122283.0,31.100000381469727,0.0,0.800000011920929,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
293,515.0,514.6799926757812,26.0,50.29999923706055,93.22000122070312,95.3499984741211,8.180000305175781,8.819999694824219,9.930000305175781,60.54999923706055,140.2899932861328,127.61000061035156,12.229999542236328,-999.25,3987.0,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.149999618530273,292.3699951171875,31.100000381469727,122479.0,31.100000381469727,0.0,0.8299999833106995,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
294,516.0,515.6799926757812,26.0,50.349998474121094,94.5999984741211,96.91999816894531,7.239999771118164,8.619999885559082,11.84000015258789,60.150001525878906,139.88999938964844,127.16999816894531,12.229999542236328,-999.25,3986.919921875,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.170000076293945,293.29998779296875,31.100000381469727,122633.0,31.100000381469727,0.0,0.800000011920929,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
295,517.0,516.6799926757812,26.0,49.869998931884766,94.25,94.94999694824219,6.809999942779541,9.569999694824219,13.039999961853027,59.68000030517578,139.4199981689453,127.62000274658203,12.229999542236328,-999.25,3987.050048828125,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.190000534057617,294.19000244140625,31.100000381469727,122782.0,31.100000381469727,0.0,0.800000011920929,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
296,518.0,517.6799926757812,26.0,49.04999923706055,94.62999725341797,95.73999786376953,6.809999942779541,8.3100004196167,9.720000267028809,60.0,139.8300018310547,127.51000213623047,12.229999542236328,-999.25,3991.18994140625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.209999084472656,295.3699951171875,31.100000381469727,122979.0,31.100000381469727,0.0,0.800000011920929,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
297,519.0,518.6799926757812,26.0,50.2400016784668,94.23999786376953,94.94999694824219,6.980000019073486,6.0,8.020000457763672,59.5,139.22999572753906,127.7300033569336,12.229999542236328,-999.25,3986.64990234375,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.229999542236328,296.29998779296875,31.100000381469727,123136.0,31.100000381469727,0.0,0.800000011920929,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
298,520.0,519.6799926757812,26.0,50.279998779296875,95.0999984741211,97.30999755859375,6.789999961853027,9.579999923706055,12.010000228881836,59.93000030517578,139.6699981689453,127.30000305175781,12.229999542236328,-999.25,3987.0,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.25,297.19000244140625,31.100000381469727,123284.0,31.100000381469727,0.0,0.7900000214576721,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
299,521.0,520.6799926757812,26.0,50.369998931884766,95.30000305175781,96.5199966430664,6.53000020980835,8.619999885559082,12.34000015258789,59.689998626708984,140.5399932861328,129.11000061035156,12.229999542236328,-999.25,4042.090087890625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.270000457763672,298.3900146484375,31.100000381469727,123485.0,31.100000381469727,0.0,0.7900000214576721,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
300,522.0,521.6799926757812,26.0,50.38999938964844,95.62999725341797,97.30999755859375,6.429999828338623,9.199999809265137,12.609999656677246,60.08000183105469,140.39999389648438,127.8499984741211,12.229999542236328,-999.25,4015.77001953125,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.290000915527344,299.2799987792969,31.100000381469727,123635.0,31.100000381469727,0.0,0.7900000214576721,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
301,523.0,522.6699829101562,26.0,50.33000183105469,94.08000183105469,94.94999694824219,7.369999885559082,8.020000457763672,9.0,60.2599983215332,140.6999969482422,128.80999755859375,12.229999542236328,-999.25,4021.5400390625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.299999237060547,300.17999267578125,31.100000381469727,123784.0,31.100000381469727,0.0,0.8100000023841858,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
302,524.0,523.6699829101562,26.0,50.2400016784668,94.55999755859375,96.12999725341797,6.639999866485596,5.110000133514404,8.359999656677246,60.86000061035156,141.4199981689453,125.22000122070312,12.229999542236328,-999.25,4028.010009765625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.329999923706055,301.3800048828125,31.100000381469727,123985.0,31.100000381469727,0.0,0.7900000214576721,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
303,525.0,524.6699829101562,26.0,49.40999984741211,91.66999816894531,94.94999694824219,9.979999542236328,12.569999694824219,16.440000534057617,59.959999084472656,114.05000305175781,36.79999923706055,12.229999542236328,-999.25,2704.22998046875,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.350000381469727,302.2900085449219,31.100000381469727,124130.0,31.100000381469727,0.0,0.8199999928474426,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
304,526.0,525.6699829101562,26.0,42.97999954223633,94.6500015258789,123.9800033569336,5.480000019073486,8.6899995803833,19.149999618530273,59.560001373291016,137.92999267578125,106.08000183105469,12.229999542236328,-999.25,3918.10009765625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.3700008392334,303.19000244140625,31.100000381469727,124267.0,31.100000381469727,0.0,0.7900000214576721,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
305,527.0,526.6699829101562,26.0,50.279998779296875,93.7699966430664,95.3499984741211,8.020000457763672,7.460000038146973,11.489999771118164,60.689998626708984,141.5,120.13999938964844,12.229999542236328,-999.25,4040.239990234375,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.389999389648438,304.3900146484375,31.100000381469727,124468.0,31.100000381469727,0.0,0.8199999928474426,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
306,528.0,527.6699829101562,26.0,50.29999923706055,94.06999969482422,95.3499984741211,7.360000133514404,9.550000190734863,13.800000190734863,59.86000061035156,139.99000549316406,124.63999938964844,12.229999542236328,-999.25,4006.469970703125,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.40999984741211,305.2900085449219,31.100000381469727,124617.0,31.100000381469727,0.0,0.8100000023841858,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
307,529.0,528.6699829101562,26.0,50.2400016784668,93.73999786376953,96.12999725341797,7.880000114440918,9.850000381469727,12.779999732971191,59.18000030517578,139.32000732421875,126.04000091552734,12.229999542236328,-999.25,4006.969970703125,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.43000030517578,306.17999267578125,31.100000381469727,124767.0,31.100000381469727,0.0,0.8199999928474426,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
308,530.0,529.6699829101562,26.0,50.290000915527344,94.18000030517578,97.30999755859375,7.849999904632568,9.039999961853027,13.850000381469727,60.290000915527344,140.52000427246094,127.16999816894531,12.229999542236328,-999.25,4011.669921875,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.450000762939453,307.3800048828125,31.100000381469727,124968.0,31.100000381469727,0.0,0.8199999928474426,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
309,531.0,530.6599731445312,26.0,50.2400016784668,93.83000183105469,96.12999725341797,7.139999866485596,8.279999732971191,9.890000343322754,60.16999816894531,140.82000732421875,127.18000030517578,12.229999542236328,-999.25,4032.909912109375,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.469999313354492,308.2799987792969,31.100000381469727,125118.0,31.100000381469727,0.0,0.800000011920929,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
310,532.0,531.6599731445312,26.0,50.2400016784668,95.56999969482422,96.5199966430664,6.489999771118164,8.420000076293945,12.4399995803833,59.08000183105469,139.22000122070312,128.94000244140625,12.229999542236328,-999.25,4007.22998046875,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.489999771118164,309.20001220703125,31.100000381469727,125272.0,31.100000381469727,0.0,0.7900000214576721,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
311,533.0,532.6599731445312,26.0,50.290000915527344,95.18000030517578,96.5199966430664,6.429999828338623,7.539999961853027,10.680000305175781,60.11000061035156,140.25999450683594,129.9499969482422,12.229999542236328,-999.25,4007.449951171875,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.510000228881836,310.3999938964844,31.100000381469727,125472.0,31.100000381469727,0.0,0.7900000214576721,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
312,534.0,533.6599731445312,26.0,50.2400016784668,94.47000122070312,95.73999786376953,6.78000020980835,7.579999923706055,10.569999694824219,59.790000915527344,139.97000122070312,126.43000030517578,12.229999542236328,-999.25,4008.77001953125,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.530000686645508,311.2900085449219,31.100000381469727,125622.0,31.100000381469727,0.0,0.7900000214576721,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
313,535.0,534.6599731445312,26.0,20.670000076293945,98.16000366210938,99.66000366210938,6.039999961853027,7.710000038146973,11.220000267028809,59.59000015258789,139.3300018310547,125.91999816894531,12.229999542236328,-999.25,3986.969970703125,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.579999923706055,312.20001220703125,31.100000381469727,126056.0,31.100000381469727,0.0,0.949999988079071,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
314,536.0,535.6599731445312,26.0,48.779998779296875,95.44999694824219,96.12999725341797,8.489999771118164,9.34000015258789,11.779999732971191,59.68000030517578,139.52999877929688,128.14999389648438,12.229999542236328,-999.25,3992.47998046875,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.610000610351562,313.3900146484375,31.100000381469727,126256.0,31.100000381469727,0.0,0.8399999737739563,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
315,537.0,536.6599731445312,26.0,50.93000030517578,96.4800033569336,97.30999755859375,7.940000057220459,8.020000457763672,9.4399995803833,60.11000061035156,139.85000610351562,127.73999786376953,12.229999542236328,-999.25,3987.0,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.6200008392334,314.2900085449219,31.100000381469727,126405.0,31.100000381469727,0.0,0.8199999928474426,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
316,538.0,537.6599731445312,26.0,50.279998779296875,95.16000366210938,96.5199966430664,9.289999961853027,8.0,12.5600004196167,60.470001220703125,140.75,128.33999633789062,12.229999542236328,-999.25,4013.719970703125,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.639999389648438,315.17999267578125,31.100000381469727,126554.0,31.100000381469727,0.0,0.8500000238418579,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
317,539.0,538.6599731445312,26.0,50.310001373291016,94.69000244140625,96.5199966430664,8.970000267028809,8.279999732971191,11.9399995803833,59.88999938964844,139.6300048828125,127.98999786376953,12.229999542236328,-999.25,3987.0,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.65999984741211,316.3900146484375,31.100000381469727,126755.0,31.100000381469727,0.0,0.8399999737739563,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
318,540.0,539.6500244140625,26.0,50.25,95.0199966430664,96.5199966430664,9.350000381469727,9.989999771118164,14.359999656677246,60.470001220703125,140.7100067138672,128.25,12.229999542236328,-999.25,4012.22998046875,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.68000030517578,317.2799987792969,31.100000381469727,126904.0,31.100000381469727,0.0,0.8500000238418579,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
319,541.0,540.6500244140625,26.0,50.33000183105469,95.8499984741211,96.12999725341797,8.640000343322754,10.670000076293945,13.300000190734863,60.130001068115234,140.5,129.38999938964844,12.229999542236328,-999.25,4018.050048828125,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.700000762939453,318.1700134277344,31.100000381469727,127053.0,31.100000381469727,0.0,0.8299999833106995,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
320,542.0,541.6500244140625,26.0,50.209999084472656,95.80000305175781,96.5199966430664,8.15999984741211,9.489999771118164,11.039999961853027,60.2599983215332,141.24000549316406,128.97999572753906,12.229999542236328,-999.25,4049.030029296875,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.719999313354492,319.3699951171875,31.100000381469727,127254.0,31.100000381469727,0.0,0.8299999833106995,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
321,543.0,542.6500244140625,26.0,50.25,95.2300033569336,96.12999725341797,8.890000343322754,9.75,12.539999961853027,60.290000915527344,140.02999877929688,130.05999755859375,12.229999542236328,-999.25,3987.0,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.739999771118164,320.2900085449219,31.100000381469727,127408.0,31.100000381469727,0.0,0.8399999737739563,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
322,544.0,543.6500244140625,26.0,50.33000183105469,95.76000213623047,98.08999633789062,8.920000076293945,9.079999923706055,10.880000114440918,59.61000061035156,139.9199981689453,129.80999755859375,12.229999542236328,-999.25,4015.43994140625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.760000228881836,321.19000244140625,31.100000381469727,127557.0,31.100000381469727,0.0,0.8399999737739563,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
323,545.0,544.6500244140625,26.0,49.650001525878906,95.4000015258789,96.91999816894531,8.8100004196167,7.139999866485596,11.239999771118164,60.310001373291016,140.0500030517578,129.9600067138672,12.229999542236328,-999.25,3986.989990234375,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.780000686645508,322.3900146484375,31.100000381469727,127756.0,31.100000381469727,0.0,0.8399999737739563,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
324,546.0,545.6500244140625,26.0,50.380001068115234,95.68000030517578,96.91999816894531,8.609999656677246,8.430000305175781,9.670000076293945,60.29999923706055,140.0399932861328,129.4199981689453,12.229999542236328,-999.25,3987.0,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.799999237060547,323.2900085449219,31.100000381469727,127907.0,31.100000381469727,0.0,0.8299999833106995,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
325,547.0,546.6500244140625,26.0,50.2599983215332,95.19000244140625,95.73999786376953,8.979999542236328,9.069999694824219,13.460000038146973,60.56999969482422,140.61000061035156,128.08999633789062,12.229999542236328,-999.25,4001.860107421875,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.81999969482422,324.17999267578125,31.100000381469727,128057.0,31.100000381469727,0.0,0.8399999737739563,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
326,548.0,547.6400146484375,26.0,50.279998779296875,96.22000122070312,97.69999694824219,8.119999885559082,9.229999542236328,11.680000305175781,60.099998474121094,139.83999633789062,129.0,12.229999542236328,-999.25,3987.0,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.84000015258789,325.3800048828125,31.100000381469727,128257.0,31.100000381469727,0.0,0.8199999928474426,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
327,549.0,548.6400146484375,26.0,50.36000061035156,96.77999877929688,97.69999694824219,7.889999866485596,9.170000076293945,13.65999984741211,60.06999969482422,139.8300018310547,128.16000366210938,12.229999542236328,-999.25,3988.090087890625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.860000610351562,326.2699890136719,31.100000381469727,128407.0,31.100000381469727,0.0,0.8199999928474426,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
328,550.0,549.6400146484375,26.0,37.22999954223633,95.97000122070312,96.91999816894531,8.180000305175781,6.53000020980835,9.770000457763672,60.540000915527344,140.92999267578125,115.23999786376953,12.229999542236328,-999.25,4019.6298828125,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.889999389648438,327.19000244140625,35.16999816894531,128693.0,35.16999816894531,0.0,0.8899999856948853,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
329,551.0,550.6400146484375,26.0,50.279998779296875,95.93000030517578,97.69999694824219,8.649999618530273,9.40999984741211,12.0600004196167,59.93000030517578,139.22999572753906,123.26000213623047,12.229999542236328,-999.25,3964.85009765625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.920000076293945,328.3900146484375,35.189998626708984,128893.0,35.189998626708984,0.0,0.8299999833106995,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
330,552.0,551.6400146484375,26.0,49.599998474121094,95.63999938964844,96.91999816894531,8.300000190734863,7.130000114440918,8.6899995803833,59.93000030517578,139.80999755859375,125.38999938964844,12.229999542236328,-999.25,3993.60009765625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.940000534057617,329.2900085449219,35.209999084472656,129040.0,35.209999084472656,0.0,0.8299999833106995,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
331,553.0,552.6400146484375,26.0,50.29999923706055,95.61000061035156,96.91999816894531,8.710000038146973,7.159999847412109,12.329999923706055,59.91999816894531,139.27999877929688,127.45999908447266,12.229999542236328,-999.25,3968.260009765625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.950000762939453,330.17999267578125,35.22999954223633,129191.0,35.22999954223633,0.0,0.8299999833106995,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
332,554.0,553.6400146484375,26.0,50.33000183105469,95.01000213623047,96.12999725341797,9.59000015258789,7.300000190734863,11.9399995803833,60.06999969482422,139.7899932861328,128.33999633789062,12.229999542236328,-999.25,3985.68994140625,-999.25,1.0299999713897705,-999.25,0.0,-999.25,0.0,1.0299999713897705,16.979999542236328,331.3900146484375,35.25,129390.0,35.25,0.0,0.8500000238418579,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
